Age;Title;Country;Ordered Quantity; Ordered Value ; Returned Value ; Average Order Quantitiy ; Average Order Value ;
43;Misses;Germany;7;2745.77;1155.85;3.50;137.29;
34;Mister;Austria;7;414.95;2242.68;3.33;195.47;
34;Misses;Germany;7;369.28;2325.85;4.67;24.62;
57;Misses;Austria;7;539.50;4534.18;14.00;17.90;
39;Misses;Germany;7;4893.30;1674.77;7.78;543.70;
;Misses;Germany;7;3913.29;887.84;2.12;118.58;
;Misses;Germany;7;57.79;2282.37;2.41;174.85;
53;Misses;Germany;7;3888.64;249.16;2.92;162.27;
36;Misses;Germany;7;4635.56;3438.71;3.18;21.77;
;Mister;Germany;7;3662.22;1837.17;2.80;146.49;
;Misses;Austria;7;4953.30;2862.69;2.12;15.10;
48;Misses;Germany;7;62.33;3383.74;5.00;428.74;
;Misses;Germany;7;5175.12;293.86;1.89;139.87;
;Misses;Germany;7;54.56;3.19;2.41;173.81;
44;Misses;Germany;7;538.80;3292.64;3.68;265.20;
22;Misses;Germany;7;434.39;95.99;1.23;75.52;
48;Misses;Germany;7;1358.10;831.96;7.00;135.81;
26;Misses;Germany;7;2952.40;146.60;8.75;369.50;
;Misses;Germany;7;62.28;273.71;2.26;2.93;
41;Misses;Poland;7;345.62;1821.11;2.59;1.17;
;Misses;Germany;7;5131.38;249.40;2.33;171.46;
75;Misses;Austria;7;4645.21;1784.19;2.92;193.55;
51;Misses;Germany;7;8739.11;5778.15;1.00;1248.44;
36;Misses;Germany;7;3972.43;3484.72;7.78;441.38;
38;Misses;Germany;7;162.72;4236.30;2.33;335.42;
55;Misses;Germany;7;4313.45;276.72;2.80;172.54;
24;Misses;Germany;7;2547.68;2268.33;5.00;181.98;
6;Misses;Germany;7;6753.80;4347.98;2.12;24.67;
41;Misses;Germany;7;4961.80;3349.70;4.67;33.79;
51;Misses;Germany;7;6313.84;4379.89;2.12;191.33;
56;Misses;Germany;7;6438.98;3917.73;4.67;429.27;
38;Mister;Austria;7;3559.44;1324.36;2.50;127.12;
33;Mister;Germany;7;2174.10;178.30;14.00;434.82;
;Misses;Germany;7;5375.95;469.66;3.33;256.00;
42;Misses;Germany;7;641.15;471.50;4.12;376.54;
38;Misses;Germany;7;2319.50;952.15;17.50;579.88;
4;Misses;Germany;7;2116.70;838.73;17.50;529.18;
54;Misses;Germany;7;49.93;1871.29;3.50;245.47;
;Misses;Germany;7;3422.90;1595.27;2.59;126.77;
45;Misses;Germany;7;5416.91;1824.77;3.33;257.95;
61;Misses;Austria;7;4147.25;1853.76;2.69;159.60;
57;Misses;Germany;7;4956.80;32.58;2.80;198.27;
55;Misses;Austria;7;4211.87;1742.78;2.41;145.24;
6;Misses;Germany;7;54.69;2833.70;2.41;173.82;
39;Misses;Germany;7;294.75;1948.83;5.83;242.63;
;Misses;Germany;7;5118.90;1252.82;2.50;182.82;
31;Misses;Germany;7;4727.62;271.52;2.50;168.84;
;Mister;Poland;7;1643.52;531.77;1.00;234.79;
;Misses;Germany;7;723.54;2814.73;1.84;189.57;
46;Misses;Germany;7;3774.54;2281.22;4.67;251.64;
3;Misses;Germany;7;4248.48;3562.80;4.67;283.23;
3;Misses;Germany;7;5757.76;372.18;4.12;338.69;
52;Misses;Germany;7;497.37;2488.80;2.59;181.75;
32;Misses;Austria;7;3532.57;1137.10;5.38;271.74;
54;Misses;;7;7733.20;3748.91;1.84;23.55;
43;Misses;Austria;7;442.66;2237.64;3.43;175.77;
52;Mister;Austria;7;2918.00;2139.90;5.83;243.17;
;Misses;Germany;7;5823.34;342.42;2.50;27.98;
;Misses;Germany;7;4841.28;355.57;2.33;161.38;
43;Misses;Austria;7;4615.33;1947.38;2.80;184.61;
;Misses;Germany;7;697.38;2583.41;2.80;278.82;
;Misses;Germany;69;4794.30;2339.68;2.23;154.65;
;Mister;Germany;69;6797.80;5228.61;4.59;399.88;
44;Mister;Germany;69;1647.95;13.25;8.63;25.99;
38;Misses;Germany;69;1987.20;132.18;5.75;165.60;
;Misses;Germany;69;4356.46;2645.65;2.65;167.56;
41;Misses;Austria;69;1738.56;1421.69;34.50;869.28;
27;Misses;Germany;69;525.90;3691.40;3.14;228.41;
;Misses;Germany;69;438.54;1278.80;2.30;134.62;
27;Mister;Austria;69;3435.30;1153.40;3.00;149.35;
39;Mister;;69;6994.20;473.82;2.56;259.38;
36;Misses;Germany;69;4895.49;4131.76;7.67;543.94;
;Misses;Germany;69;7128.52;2842.75;2.30;237.62;
;Misses;Germany;69;4833.34;1676.43;3.00;146.46;
57;Misses;Austria;69;5765.93;3272.30;4.59;339.17;
31;Misses;Germany;69;5499.91;4453.13;5.75;458.33;
61;Mister;;69;6279.63;1866.60;2.16;196.24;
;Misses;Germany;69;3763.60;1855.89;2.38;129.78;
27;Misses;Austria;69;3642.20;1735.60;2.16;113.82;
33;Misses;Germany;69;23.30;11.50;4.59;135.31;
58;Misses;Germany;69;2852.51;1844.10;5.38;219.42;
26;Misses;;69;6158.60;2158.78;1.50;133.88;
;Misses;Germany;69;6135.86;3486.66;1.65;142.69;
43;Misses;Germany;69;5953.98;3983.24;4.31;372.12;
;Misses;Germany;69;3481.11;1761.25;2.46;124.33;
42;Misses;Germany;69;4735.31;3737.53;4.60;315.69;
45;Misses;Poland;69;5289.12;486.39;5.38;46.86;
53;Misses;Germany;69;5359.90;4488.34;2.88;223.33;
;Misses;Germany;69;6413.53;5545.91;5.38;493.35;
52;Mister;Germany;69;6312.54;249.11;4.59;371.33;
45;Misses;Austria;69;386.59;17.69;2.56;114.32;
;Misses;Germany;69;429.70;1748.89;2.46;153.24;
;Misses;Germany;69;558.71;263.75;3.00;169.11;
6;Misses;Austria;69;3797.88;1451.49;2.23;122.51;
44;Mister;Germany;69;2654.31;1411.61;13.80;53.86;
4;Misses;Austria;69;498.19;2895.44;3.14;226.37;
;Misses;Germany;69;4655.80;252.11;3.00;141.85;
54;Misses;Germany;69;413.30;2453.66;4.31;258.14;
;Misses;Germany;69;4373.00;1432.27;3.00;132.52;
4;Misses;Germany;69;723.30;621.43;3.45;36.17;
29;Misses;Germany;69;4411.60;241.92;5.38;339.35;
;Misses;Germany;69;4694.10;2761.41;1.97;134.11;
;Misses;Germany;69;3549.81;1439.31;2.38;122.47;
35;Mister;Germany;69;1312.31;;23.00;437.44;
24;Misses;Austria;69;1998.71;1573.66;9.86;285.53;
;Misses;Germany;69;5172.80;1449.81;2.46;184.74;
42;Misses;Germany;69;4887.00;3777.67;4.60;325.80;
;Mister;Germany;69;2896.98;951.30;3.63;152.47;
;Misses;Germany;69;4931.56;367.11;3.14;224.16;
23;Misses;Austria;69;348.21;174.32;3.63;179.38;
38;Misses;Germany;69;2158.21;1855.42;9.86;38.32;
31;Misses;Germany;69;5727.86;4534.49;6.27;52.71;
26;Misses;Germany;69;5251.20;429.43;3.63;276.38;
;Misses;Poland;69;4455.66;19.66;1.77;114.25;
31;Mister;Germany;69;9266.81;8346.92;9.86;1323.83;
;Misses;Germany;69;4426.29;1519.81;2.29;13.19;
;Misses;Germany;69;2845.90;897.27;2.88;118.55;
37;Misses;Austria;69;4375.91;2178.75;2.65;168.34;
;Misses;Germany;69;2996.31;662.88;2.46;17.12;
;Mister;Germany;69;3815.78;1951.69;3.29;181.74;
57;Misses;Poland;69;1783.62;762.25;5.75;148.63;
;Misses;Germany;69;45.94;2433.18;2.76;18.38;
47;Misses;Germany;69;3291.91;169.22;3.83;182.88;
44;Misses;Germany;69;297.26;2442.33;4.31;185.64;
35;Mister;Austria;69;2711.17;123.47;3.83;15.63;
4;Misses;Germany;69;6212.95;245.88;3.83;345.16;
;Misses;Germany;69;3982.81;2177.33;3.83;221.27;
;Mister;Germany;69;3728.38;1525.87;2.56;138.88;
25;Misses;Austria;69;3419.36;1935.48;2.46;122.12;
;Misses;Germany;69;772.90;4472.63;2.76;282.88;
4;Misses;Germany;69;256.15;1168.25;5.75;213.35;
54;Misses;Germany;69;2216.64;198.94;5.75;184.72;
36;Misses;Germany;69;1896.67;1784.53;3.14;86.21;
53;Misses;Austria;69;3535.98;1374.82;3.29;168.38;
56;Misses;Germany;69;316.31;2371.46;6.90;31.63;
34;Misses;Austria;69;3655.50;193.99;3.14;166.16;
32;Mister;Germany;69;2248.31;954.69;5.75;187.36;
55;Misses;Germany;69;6484.49;325.58;3.00;281.93;
46;Misses;Germany;69;4916.76;1742.12;6.90;491.68;
42;Misses;Germany;69;513.30;4612.28;6.27;466.37;
;Misses;Germany;69;4544.20;2414.33;2.23;146.58;
;Misses;Germany;69;4644.22;168.44;1.92;129.61;
;Misses;Germany;69;2871.90;149.90;2.38;99.31;
55;Mister;Germany;69;1489.31;;6.90;148.93;
39;Mister;Germany;69;4313.11;2855.78;4.59;253.71;
;Misses;Germany;69;6228.41;2116.77;1.57;141.55;
3;Misses;Austria;69;2129.71;1644.40;11.50;354.95;
43;Mister;;69;327.42;1395.31;4.59;178.84;
;Misses;Germany;69;5149.87;2785.29;1.73;128.75;
;Misses;Germany;69;5279.46;2241.50;2.16;164.98;
63;Misses;Germany;69;3171.85;125.76;2.23;12.32;
33;Misses;Germany;69;3915.76;1319.92;4.93;279.70;
38;Mister;Austria;69;4292.10;2955.61;3.00;186.61;
29;Misses;Austria;69;535.70;2789.50;1.77;137.20;
;Misses;Austria;69;54.31;1299.78;2.16;168.76;
3;Mister;Austria;69;6197.20;2477.96;2.23;199.94;
3;Misses;Germany;69;5268.28;387.40;3.45;263.41;
3;Misses;Germany;68;614.31;311.34;3.58;316.54;
56;Misses;Germany;68;656.32;3928.60;5.24;465.88;
;Misses;Germany;68;532.70;2285.50;1.74;136.41;
;Misses;Germany;68;3445.71;1846.10;2.52;127.62;
49;Misses;Poland;68;4513.92;245.96;3.78;25.77;
55;Misses;Germany;68;235.72;1191.20;6.80;235.72;
44;Misses;Germany;68;1291.20;671.80;11.33;215.20;
28;Misses;Germany;68;5383.32;358.56;4.00;316.67;
26;Misses;Germany;68;3194.50;2453.25;6.18;29.37;
;Misses;Germany;68;3447.53;523.66;2.34;118.88;
53;Misses;Germany;68;2718.32;1717.62;4.53;181.22;
45;Misses;Austria;68;3541.80;2445.35;6.18;321.92;
;Misses;Germany;68;545.98;2717.70;2.13;17.34;
53;Misses;Germany;68;3681.31;2514.52;7.56;49.34;
36;Mister;Germany;68;555.40;11.39;1.89;14.42;
53;Misses;Germany;68;5421.10;3536.33;4.00;246.41;
44;Misses;Germany;68;2236.12;1272.50;8.50;279.52;
46;Misses;Germany;68;464.99;929.67;2.43;145.18;
;Mister;Germany;68;3248.70;119.52;4.86;232.50;
;Misses;Germany;68;526.57;1512.10;1.79;137.15;
;Misses;Germany;68;743.00;5182.44;2.62;27.88;
28;Misses;Austria;68;423.65;1495.50;2.13;132.28;
25;Misses;Austria;68;2114.17;112.96;2.72;84.57;
58;Misses;Germany;68;45.32;334.61;2.27;15.17;
64;Mister;Poland;68;6261.15;2467.47;2.00;184.15;
4;Misses;Austria;68;3668.42;2132.66;3.58;193.75;
47;Mister;Germany;68;15.32;688.57;6.18;91.39;
75;Misses;Germany;68;321.88;2545.47;4.00;188.88;
39;Misses;Germany;68;295.79;1447.83;4.86;21.78;
39;Misses;Austria;68;3757.62;1422.24;2.52;139.17;
;Misses;Germany;68;5743.70;329.65;2.52;212.76;
25;Mister;Austria;68;35.71;1387.77;2.83;145.86;
;Mister;Germany;68;3665.35;1122.81;3.24;174.54;
44;Misses;Germany;68;3867.64;1626.79;4.00;227.58;
4;Misses;Austria;68;3512.92;219.62;4.53;234.19;
47;Misses;Austria;68;4777.51;29.50;2.96;27.72;
59;Misses;Germany;68;1826.20;531.72;6.18;166.18;
36;Misses;Austria;68;4584.69;237.49;2.43;163.74;
41;Mister;Germany;68;1173.32;489.99;9.71;1453.33;
;Misses;Germany;68;421.90;1443.40;1.89;116.95;
25;Mister;Austria;68;2941.92;1387.74;4.00;173.54;
53;Misses;Austria;68;2243.52;1318.80;3.58;118.80;
;Mister;Germany;68;2136.31;895.12;4.00;97.15;
;Misses;Germany;68;64.32;3719.59;2.62;232.32;
55;Mister;Germany;68;35.32;2113.58;4.25;19.65;
35;Misses;Austria;68;4474.72;257.30;3.40;223.74;
;Misses;Germany;68;447.42;1372.45;3.24;192.73;
58;Misses;Germany;68;4284.10;318.68;6.18;389.46;
35;Mister;Austria;68;246.86;749.20;3.78;133.71;
;Misses;Germany;68;4341.48;1416.78;1.84;117.34;
44;Misses;Germany;68;7246.27;682.31;5.67;63.86;
5;Misses;Germany;68;3478.99;274.17;3.24;165.67;
64;Misses;Germany;68;4622.80;32.80;3.78;256.78;
6;Mister;;68;3769.51;844.61;1.79;99.20;
42;Misses;Germany;68;2435.61;129.48;4.86;173.97;
;Misses;Germany;68;3255.81;233.15;6.18;295.98;
;Mister;Germany;68;4418.31;2111.68;3.40;22.92;
58;Misses;Germany;68;46.19;2951.57;2.34;158.63;
;Misses;Germany;68;5689.52;3494.18;2.27;189.66;
;Misses;Germany;68;3252.17;1772.46;3.24;154.87;
42;Misses;Germany;68;175.33;538.42;3.58;92.12;
31;Misses;Germany;68;6827.39;552.20;6.18;62.67;
;Misses;Germany;68;4862.31;1835.72;2.34;167.67;
3;Misses;Germany;68;591.32;325.83;2.96;221.36;
35;Misses;Austria;68;4995.93;3156.10;1.89;138.78;
39;Misses;Germany;68;372.32;1626.74;6.18;336.57;
54;Misses;Germany;68;2566.59;529.60;5.24;197.43;
57;Misses;Germany;68;251.32;1431.60;17.00;625.33;
45;Misses;Germany;68;473.21;261.21;3.78;226.29;
32;Misses;Austria;68;5729.52;2956.73;2.52;212.24;
39;Misses;Germany;68;3175.32;1582.75;5.67;264.61;
;Mister;Germany;68;4173.26;1912.13;2.96;181.45;
28;Misses;Germany;68;1792.52;1689.77;17.00;448.13;
;Misses;Germany;68;617.82;2742.23;2.00;176.99;
;Misses;Germany;68;5833.47;3769.19;2.52;216.54;
28;Misses;Germany;68;3781.51;2833.62;4.53;252.17;
57;Misses;Germany;68;3681.12;283.55;5.67;36.76;
;Misses;Germany;68;5439.55;33.89;2.43;194.27;
59;Misses;Germany;68;4817.27;3372.58;2.62;185.28;
;Misses;Germany;68;653.29;4194.10;1.79;159.30;
39;Misses;Austria;68;3627.41;174.15;6.80;362.74;
37;Misses;Germany;68;3226.17;1617.71;4.25;21.64;
3;Mister;Germany;68;3933.32;69.95;22.67;1311.17;
4;Misses;Austria;68;516.60;2159.74;4.00;234.55;
49;Misses;Germany;68;268.30;1732.55;5.67;217.36;
61;Misses;Austria;68;3185.70;1692.18;5.67;265.42;
42;Misses;Germany;68;3347.33;1913.62;4.25;29.28;
25;Misses;Austria;68;551.78;32.55;2.00;161.82;
;Misses;Germany;68;4382.37;2259.59;2.34;151.12;
53;Misses;Poland;68;2535.85;913.70;13.60;57.17;
26;Misses;Austria;68;5599.83;2256.71;1.84;151.35;
6;Misses;Germany;67;424.96;229.70;3.19;2.24;
57;Misses;Austria;67;468.70;1793.26;3.19;219.46;
56;Misses;Germany;67;4341.27;126.32;2.91;188.76;
43;Misses;Austria;67;4937.28;217.34;2.33;149.61;
54;Misses;Germany;67;3266.15;2832.53;4.19;24.13;
;Misses;Germany;67;3561.82;19.83;2.31;122.82;
52;Misses;Germany;67;2855.53;1567.43;7.00;259.59;
32;Misses;Austria;67;5876.80;269.48;2.39;29.89;
32;Misses;Germany;67;3191.51;1637.11;4.47;212.77;
41;Misses;Germany;67;2148.29;942.12;4.79;153.45;
55;Misses;Germany;67;785.60;3676.43;2.94;221.48;
;Misses;Poland;67;3618.16;1628.45;2.33;19.64;
29;Misses;Austria;67;233.33;163.71;22.33;767.78;
49;Misses;Austria;67;3387.49;1846.50;2.91;147.28;
;Misses;Germany;67;7189.26;5282.73;2.33;217.86;
31;Misses;Austria;67;3888.00;2459.94;2.79;162.00;
44;Misses;Austria;67;3616.32;1331.31;2.39;129.15;
41;Misses;Austria;67;324.12;13.54;3.53;159.16;
26;Misses;Austria;67;2993.12;1241.54;2.58;115.12;
38;Misses;Austria;67;2255.15;299.92;2.23;75.17;
54;Misses;Germany;67;2815.53;1757.31;5.58;234.63;
4;Misses;Germany;67;1657.48;123.50;13.40;331.50;
34;Misses;Austria;67;266.72;1733.29;4.47;173.78;
;Misses;Germany;67;3416.95;1135.83;2.39;122.34;
;Misses;Poland;67;175.87;;67.00;175.87;
;Mister;Germany;67;4936.16;1631.26;2.91;214.62;
64;Misses;Germany;67;899.91;133.54;2.94;28.12;
51;Misses;Germany;67;25.65;1361.67;2.58;96.18;
;Misses;Germany;67;376.13;125.77;3.19;179.54;
37;Misses;Germany;67;2936.73;2216.53;13.40;587.35;
;Misses;Germany;67;5345.81;21.78;1.76;14.68;
;Mister;Germany;67;4.58;1484.76;2.91;173.94;
29;Misses;Austria;67;4867.86;3355.38;2.23;162.26;
39;Misses;Germany;67;1829.80;125.61;7.44;23.23;
;Misses;Germany;67;4762.73;1866.29;2.23;158.76;
;Misses;Germany;67;53.33;3389.66;2.39;178.69;
;Misses;Germany;67;513.33;3839.31;2.68;24.13;
36;Misses;Germany;67;2812.12;1335.48;8.38;351.52;
46;Misses;Germany;67;453.20;233.51;3.94;238.41;
4;Misses;Germany;67;2646.22;1961.51;3.19;126.15;
39;Misses;Austria;67;291.47;165.50;3.35;145.74;
45;Misses;Germany;67;3278.22;1462.59;4.47;218.55;
53;Misses;Germany;67;4194.45;2465.28;3.72;233.25;
;Misses;Germany;67;4374.82;1267.84;2.33;132.57;
28;Misses;Germany;67;2727.13;2186.93;7.00;247.93;
37;Misses;Germany;67;3435.23;215.28;3.35;171.76;
51;Misses;Germany;67;369.95;2429.46;3.94;212.35;
39;Misses;Germany;67;4354.16;2328.83;3.45;197.92;
31;Misses;Germany;67;485.52;2259.50;7.00;371.42;
6;Misses;Germany;67;3143.18;1383.54;5.15;241.78;
;Misses;Germany;67;5371.34;3279.69;4.19;335.79;
5;Misses;Austria;67;7142.10;2514.79;2.16;23.39;
5;Misses;Austria;67;511.65;2141.72;2.23;167.55;
35;Mister;Germany;67;242.83;1154.67;13.40;484.17;
39;Misses;Germany;67;448.63;24.26;5.58;367.39;
31;Misses;Germany;67;641.14;5435.76;5.58;533.43;
52;Misses;Austria;67;587.72;1665.85;1.98;172.67;
29;Misses;Germany;67;3694.49;2657.69;2.31;127.40;
46;Misses;Austria;67;481.70;2445.15;2.79;17.45;
37;Misses;Germany;67;432.62;2289.70;3.35;216.31;
;Misses;Germany;67;4534.57;2687.40;2.48;167.95;
54;Misses;Poland;67;2131.86;1792.65;3.72;118.39;
;Misses;Austria;67;3129.33;12.84;2.48;115.91;
5;Misses;Germany;67;5877.90;3344.65;2.48;217.67;
;Mister;Germany;67;2729.28;147.10;3.94;16.55;
51;Misses;Poland;67;2524.47;644.28;8.38;315.56;
49;Misses;Germany;67;247.67;583.97;1.60;57.33;
;Misses;Germany;67;4967.21;269.69;1.72;127.36;
29;Misses;Austria;67;3279.83;956.80;3.19;156.18;
44;Misses;Germany;67;6544.22;2779.72;3.19;311.63;
52;Mister;Germany;67;2186.13;829.98;6.70;218.61;
;Misses;Germany;67;443.26;245.66;2.23;147.68;
45;Misses;Germany;67;4828.29;3625.49;2.68;193.13;
;Misses;Germany;67;4589.38;3181.42;2.48;169.98;
;Misses;Poland;67;3478.67;987.82;1.43;74.13;
37;Misses;Germany;67;3839.20;3353.22;4.79;274.23;
;Misses;Poland;67;5398.32;1916.83;1.46;117.35;
37;Misses;Germany;67;2365.93;1311.82;7.44;262.88;
39;Misses;Austria;67;3252.99;1714.67;3.94;191.35;
;Misses;Germany;67;4562.33;269.81;3.19;217.25;
32;Mister;Germany;67;3188.23;2358.40;7.00;289.84;
48;Misses;Germany;67;5488.13;3666.61;3.72;34.90;
34;Misses;Austria;67;528.83;369.51;3.45;236.77;
4;Misses;Germany;67;2552.73;26.29;6.70;255.27;
34;Misses;Germany;67;3555.43;2615.85;6.70;355.54;
52;Misses;Austria;67;3958.10;224.45;2.16;127.68;
;Misses;Germany;67;4434.53;1793.80;1.68;11.86;
;Misses;Germany;67;1773.63;152.93;8.38;221.74;
28;Misses;Germany;67;786.32;6727.55;3.94;459.20;
34;Mister;;67;3729.62;1555.36;3.45;169.53;
42;Misses;Germany;67;2434.60;162.20;1.82;65.80;
;Misses;Poland;67;438.57;582.80;2.79;182.52;
33;Misses;Germany;67;551.47;3297.61;3.53;265.87;
;Misses;Germany;67;4976.67;2652.43;2.58;191.41;
;Misses;Austria;67;4771.55;1957.99;1.76;125.57;
36;Misses;Germany;67;2659.70;813.34;7.00;241.73;
51;Misses;Germany;66;34.67;1929.54;3.47;158.15;
54;Misses;Germany;66;4487.14;1424.62;5.50;373.93;
;Mister;Germany;66;2726.33;143.12;3.30;136.32;
41;Misses;Germany;66;2153.74;1477.26;5.77;165.67;
39;Mister;Germany;66;2724.15;1277.73;4.71;194.58;
47;Misses;Germany;66;8831.65;548.70;4.71;63.83;
;Misses;Germany;66;381.55;147.26;2.64;152.42;
58;Misses;Germany;66;3938.59;882.72;1.78;16.45;
38;Misses;Austria;66;2821.20;14.25;2.87;122.65;
33;Misses;Austria;66;41.32;165.33;1.69;12.60;
38;Misses;Poland;66;612.94;4495.47;1.94;179.50;
38;Mister;;66;6256.21;3135.64;3.00;284.37;
49;Misses;Germany;66;3739.83;39.70;4.71;267.14;
56;Misses;Germany;66;527.53;2885.69;2.44;186.25;
42;Misses;Germany;66;3545.16;3198.26;2.87;154.14;
;Misses;Germany;66;3878.83;199.95;4.13;242.43;
;Misses;Germany;66;4852.33;26.71;2.00;147.43;
59;Misses;Austria;66;4413.93;2825.26;3.47;232.31;
49;Misses;Germany;66;3832.34;1199.83;8.25;479.43;
;Misses;Germany;66;4999.54;294.69;2.54;192.29;
25;Misses;Germany;66;297.19;2237.11;7.33;33.21;
48;Misses;Germany;66;3618.88;2123.42;2.13;116.74;
74;Misses;Netherlands;66;1564.34;843.68;1.78;42.28;
39;Misses;Germany;66;269.20;123.82;6.00;237.20;
49;Misses;Germany;66;28.49;17.50;16.50;52.12;
;Misses;Germany;66;4644.81;2715.15;2.13;149.83;
;Misses;Germany;66;4115.75;1964.70;2.64;164.63;
44;Misses;Austria;66;1914.34;117.69;4.71;136.74;
;Misses;Germany;66;3652.28;1755.81;3.00;166.13;
34;Misses;Germany;66;3929.93;1279.78;4.40;262.00;
;Misses;Germany;66;5326.84;364.14;2.44;197.29;
48;Misses;Austria;66;2365.32;1424.18;3.88;139.14;
;Mister;Germany;66;5377.47;2459.76;3.14;256.70;
51;Misses;Germany;66;3865.90;292.65;2.20;128.86;
4;Misses;Germany;66;251.94;161.89;16.50;627.74;
48;Mister;;66;4764.56;38.66;2.87;27.15;
;Mister;Germany;66;3723.50;79.90;4.40;248.23;
32;Misses;Germany;66;1725.93;82.49;2.36;61.64;
41;Misses;Germany;66;1972.70;17.87;6.60;197.27;
27;Misses;Germany;66;2469.49;1676.30;5.77;189.97;
;Misses;Germany;66;5653.33;4324.62;2.54;217.44;
;Misses;Germany;66;3561.33;185.80;2.54;136.97;
;Misses;Germany;66;527.44;2964.19;1.69;128.99;
;Misses;Germany;66;2166.62;131.56;3.30;18.33;
59;Misses;Germany;66;2693.85;1619.20;2.64;17.75;
55;Misses;Austria;66;2522.59;1143.00;3.30;126.13;
42;Misses;Germany;66;6816.50;489.78;2.64;272.64;
52;Misses;Germany;66;3742.29;219.59;4.71;267.36;
;Misses;Poland;66;183.45;229.99;3.67;1.17;
43;Misses;Austria;66;4769.75;1882.80;2.75;198.74;
;Misses;Germany;66;372.43;2594.69;3.14;177.16;
;Misses;Germany;66;4147.34;1879.77;2.64;165.89;
47;Misses;Germany;66;525.70;2746.43;3.67;291.68;
42;Misses;Germany;66;126.74;287.18;13.20;252.15;
;Misses;Germany;66;3216.55;1621.15;2.75;134.23;
;Misses;Germany;66;433.34;338.50;5.50;358.61;
53;Misses;Germany;66;2668.62;1716.41;3.67;148.26;
;Misses;Germany;66;4155.92;143.13;2.87;18.69;
;Misses;Germany;66;6181.31;534.94;2.36;22.76;
34;Mister;Germany;66;717.40;;16.50;179.26;
35;Misses;Germany;66;2112.99;1854.13;11.00;352.17;
53;Misses;Austria;66;3493.46;946.12;2.87;151.89;
;Misses;Germany;66;554.12;28.36;1.89;144.43;
;Misses;Germany;66;451.72;2931.11;2.13;145.58;
;Misses;Germany;66;624.13;3747.89;2.64;24.97;
29;Misses;Austria;66;4929.61;3384.89;2.87;214.34;
;Misses;Germany;66;546.40;2935.78;2.54;194.78;
;Misses;Germany;66;666.82;2755.74;1.89;173.34;
;Misses;Germany;66;4399.14;292.90;2.13;141.98;
41;Misses;Austria;66;321.52;2469.66;6.60;32.15;
37;Misses;Austria;66;3733.65;2564.64;3.47;196.58;
48;Misses;Germany;66;4465.68;2334.80;9.43;637.95;
55;Misses;Germany;66;5831.18;446.61;6.00;53.17;
;Misses;Germany;66;4571.66;1657.89;1.65;114.29;
55;Misses;Germany;66;215.16;77.52;2.75;83.97;
62;Misses;Germany;66;4669.90;2764.15;4.40;311.27;
27;Misses;Germany;66;6118.73;4885.52;5.77;47.67;
43;Misses;Germany;66;6859.34;6384.41;3.88;43.50;
35;Misses;Austria;66;3752.33;1891.79;1.94;11.36;
56;Misses;Austria;66;6256.14;3187.66;2.36;223.43;
;Misses;Germany;66;631.69;3957.66;1.57;15.42;
39;Misses;Germany;66;5767.44;2671.19;2.87;25.76;
;Misses;Germany;66;893.42;3361.79;3.47;425.97;
34;Misses;Germany;66;229.21;1432.47;7.33;225.47;
56;Misses;Germany;66;4257.94;2495.39;5.50;354.83;
3;Mister;Austria;66;3123.48;654.85;1.74;82.20;
59;Misses;Germany;66;4337.57;227.00;4.71;39.83;
42;Misses;Germany;66;3848.93;2218.21;3.88;226.48;
28;Misses;Germany;66;449.34;384.41;16.50;112.34;
45;Misses;Germany;66;261.34;1639.51;11.00;343.56;
42;Misses;Germany;66;33.14;312.18;5.77;253.86;
36;Misses;Austria;66;3437.75;211.60;6.00;312.52;
;Misses;Poland;66;3218.45;1511.11;1.69;82.52;
;Mister;Germany;66;337.30;284.61;2.36;18.47;
;Misses;Germany;66;3896.34;786.79;1.94;114.60;
;Misses;Germany;66;6565.20;4573.53;1.69;168.33;
54;Misses;Germany;66;4817.92;219.83;2.36;172.69;
34;Misses;Germany;66;4646.33;44.91;5.50;387.19;
39;Misses;Austria;66;4614.96;2378.33;2.64;184.60;
;Misses;Germany;66;4196.54;731.89;2.63;131.14;
36;Misses;Austria;66;3911.43;239.14;4.71;279.39;
41;Misses;Austria;66;2139.67;1238.73;6.00;194.52;
31;Misses;Germany;66;5181.58;422.94;3.88;34.80;
;Misses;Germany;66;4287.43;2472.20;2.75;178.64;
43;Misses;Germany;66;148.93;867.92;5.77;18.38;
4;Mister;;66;3894.93;1699.73;2.87;169.34;
24;Misses;Germany;66;722.32;479.57;5.50;585.19;
45;Misses;Germany;66;3834.94;278.80;6.00;348.64;
;Misses;Germany;66;8255.37;5843.68;2.75;343.97;
5;Misses;Germany;66;3833.74;187.68;3.30;191.69;
;Misses;Germany;66;524.75;269.68;2.20;174.69;
44;Misses;Austria;66;52.74;254.77;3.30;251.37;
;Misses;Germany;66;4418.62;1932.28;1.83;122.74;
56;Misses;Austria;66;5549.60;218.78;2.36;198.19;
46;Misses;Germany;66;257.14;1316.19;5.50;171.43;
36;Misses;Germany;66;1714.49;986.37;9.43;244.93;
61;Misses;Germany;66;3153.43;1913.42;3.14;15.16;
34;Misses;Germany;66;2784.84;2241.67;4.13;174.53;
;Misses;Austria;66;3745.33;1546.75;2.00;113.49;
23;Misses;Germany;66;1836.14;1454.32;16.50;459.35;
55;Misses;Austria;66;5518.35;785.90;2.64;22.73;
33;Misses;Germany;66;5211.84;413.17;6.00;473.84;
