Age;Title;Country;Ordered Quantity;Ordered Value in Euro;Returned Value in Euro;Average Order Quantitiy;Average Order Value in Euro
;Misses;Germany;69;4373,00;1432,27;2,09;132,52
40;Misses;Germany;69;7203,30;6210,43;3,45;360,17
29;Misses;Germany;69;4411,60;2410,92;5,31;339,35
;Misses;Germany;69;4694,01;2761,41;1,97;134,11
;Misses;Germany;69;3549,81;1439,31;2,38;122,41
35;Mister;Germany;69;1312,31;0,00;23,00;437,44
24;Misses;Austria;69;1998,71;1573,66;9,86;285,53
;Misses;Germany;69;5172,80;1449,81;2,46;184,74
42;Misses;Germany;69;4887,00;3777,67;4,60;325,80
;Mister;Germany;69;2896,98;951,03;3,63;152,47
;Misses;Germany;69;4931,56;3067,11;3,14;224,16
23;Misses;Austria;69;3408,21;1740,32;3,63;179,38
38;Misses;Germany;69;2158,21;1855,42;9,86;308,32
31;Misses;Germany;69;5727,86;4534,49;6,27;520,71
26;Misses;Germany;69;5251,20;4290,43;3,63;276,38
;Misses;Poland;69;4455,66;1090,07;1,77;114,25
31;Mister;Germany;69;9266,81;8346,92;9,86;1323,83
;Misses;Germany;69;4426,29;1519,81;2,03;130,19
;Misses;Germany;69;2845,09;897,27;2,88;118,55
37;Misses;Austria;69;4375,91;2178,75;2,65;168,30
;Misses;Germany;69;2996,31;662,88;2,46;107,01
;Mister;Germany;69;3815,78;1951,69;3,29;181,70
57;Misses;Poland;69;1783,62;762,24;5,75;148,63
;Misses;Germany;69;4500,94;2433,18;2,76;180,04
47;Misses;Germany;69;3291,91;1609,22;3,83;182,88
44;Misses;Germany;69;2970,26;2442,33;4,31;185,64
35;Mister;Austria;69;2711,17;1203,47;3,83;150,62
40;Misses;Germany;69;6212,95;2405,88;3,83;345,16
;Misses;Germany;69;3982,81;2177,33;3,83;221,27
;Mister;Germany;69;3728,38;1525,87;2,56;138,09
25;Misses;Austria;69;3419,36;1935,48;2,46;122,12
;Misses;Germany;69;7072,09;4472,63;2,76;282,88
40;Misses;Germany;69;2560,15;1168,25;5,75;213,35
54;Misses;Germany;69;2216,64;1098,94;5,75;184,72
36;Misses;Germany;69;1896,67;1784,53;3,14;86,21
53;Misses;Austria;69;3535,98;1374,82;3,29;168,38
56;Misses;Germany;69;3106,31;2371,46;6,90;310,63
34;Misses;Austria;69;3655,50;1093,99;3,14;166,16
32;Mister;Germany;69;2248,31;954,69;5,75;187,36
55;Misses;Germany;69;6484,49;3250,58;3,00;281,93
46;Misses;Germany;69;4916,76;1742,12;6,90;491,68
42;Misses;Germany;69;5130,03;4612,28;6,27;466,37
;Misses;Germany;69;4544,02;2414,33;2,23;146,58
;Misses;Germany;69;4644,22;1680,44;1,92;129,01
;Misses;Germany;69;2871,09;1049,09;2,38;99,00
55;Mister;Germany;69;1489,31;0,00;6,90;148,93
39;Mister;Germany;69;4313,11;2855,78;4,06;253,71
;Misses;Germany;69;6228,41;2116,77;1,57;141,55
30;Misses;Austria;69;2129,71;1644,40;11,50;354,95
43;Mister;;69;3027,42;1395,31;4,06;178,08
;Misses;Germany;69;5149,87;2785,29;1,73;128,75
;Misses;Germany;69;5279,46;2241,05;2,16;164,98
63;Misses;Germany;69;3171,85;1205,76;2,23;102,32
33;Misses;Germany;69;3915,76;1319,92;4,93;279,70
38;Mister;Austria;69;4292,10;2955,61;3,00;186,61
29;Misses;Austria;69;5350,70;2789,50;1,77;137,20
;Misses;Austria;69;5400,31;1299,78;2,16;168,76
30;Mister;Austria;69;6197,02;2477,96;2,23;199,90
30;Misses;Germany;69;5268,28;3870,04;3,45;263,41
30;Misses;Germany;68;6014,31;3101,34;3,58;316,54
56;Misses;Germany;68;6056,32;3928,60;5,23;465,87
;Misses;Germany;68;5320,07;2285,50;1,74;136,41
;Misses;Germany;68;3445,71;1846,10;2,52;127,62
49;Misses;Poland;68;4513,92;2045,96;3,78;250,77
55;Misses;Germany;68;2350,72;1191,02;6,80;235,07
44;Misses;Germany;68;1291,20;671,80;11,33;215,20
28;Misses;Germany;68;5383,32;3058,56;4,00;316,67
26;Misses;Germany;68;3194,05;2453,25;6,18;290,37
;Misses;Germany;68;3447,53;523,66;2,34;118,88
53;Misses;Germany;68;2718,32;1717,62;4,53;181,22
45;Misses;Austria;68;3541,08;2445,35;6,18;321,92
;Misses;Germany;68;5450,98;2717,70;2,13;170,34
53;Misses;Germany;68;3681,31;2514,52;7,56;409,03
36;Mister;Germany;68;5055,04;1010,39;1,89;140,42
53;Misses;Germany;68;5421,10;3536,33;3,09;246,41
44;Misses;Germany;68;2236,12;1272,50;8,50;279,52
46;Misses;Germany;68;4064,99;929,67;2,43;145,18
;Mister;Germany;68;3248,07;1109,52;4,86;232,01
;Misses;Germany;68;5206,57;1512,01;1,79;137,02
;Misses;Germany;68;7043,00;5182,44;2,62;270,88
28;Misses;Austria;68;4230,65;1495,50;2,13;132,21
25;Misses;Austria;68;2114,17;1012,96;2,72;84,57
58;Misses;Germany;68;4500,32;3034,61;2,27;150,01
64;Mister;Poland;68;6261,15;2467,47;2,00;184,15
40;Misses;Austria;68;3668,42;2132,66;3,58;193,07
47;Mister;Germany;68;1005,32;688,57;6,18;91,39
75;Misses;Germany;68;3210,88;2545,47;4,00;188,88
39;Misses;Germany;68;2950,79;1447,83;4,86;210,77
39;Misses;Austria;68;3757,62;1422,24;2,52;139,17
;Misses;Germany;68;5743,07;3290,65;2,52;212,71
25;Mister;Austria;68;3500,71;1387,77;2,83;145,86
;Mister;Germany;68;3665,35;1122,81;3,24;174,54
44;Misses;Germany;68;3867,64;1626,79;4,00;227,51
40;Misses;Austria;68;3512,92;2190,62;4,53;234,19
47;Misses;Austria;68;4777,51;2090,05;2,96;207,72
59;Misses;Germany;68;1826,02;531,72;6,18;166,00
36;Misses;Austria;68;4584,69;2370,49;2,43;163,74
41;Mister;Germany;68;10173,32;489,99;9,71;1453,33
;Misses;Germany;68;4210,09;1443,40;1,89;116,95
25;Mister;Austria;68;2941,92;1387,74;4,00;173,05
53;Misses;Austria;68;2243,52;1318,80;3,58;118,08
;Mister;Germany;68;2136,31;895,12;3,09;97,11
;Misses;Germany;68;6040,32;3719,59;2,62;232,32
55;Mister;Germany;68;3050,32;2113,58;4,25;190,65
35;Misses;Austria;68;4474,72;2570,30;3,40;223,74
;Misses;Germany;68;4047,42;1372,45;3,24;192,73
58;Misses;Germany;68;4284,01;3108,68;6,18;389,46
35;Mister;Austria;68;2406,86;749,20;3,78;133,71
;Misses;Germany;68;4341,48;1416,78;1,84;117,34
44;Misses;Germany;68;7246,27;6802,31;5,67;603,86
50;Misses;Germany;68;3478,99;2074,17;3,24;165,67
64;Misses;Germany;68;4622,08;3200,80;3,78;256,78
60;Mister;;68;3769,51;844,61;1,79;99,20
42;Misses;Germany;68;2435,61;1029,48;4,86;173,97
;Misses;Germany;68;3255,81;2330,15;6,18;295,98
;Mister;Germany;68;4418,31;2111,68;3,40;220,92
58;Misses;Germany;68;4600,19;2951,57;2,34;158,63
;Misses;Germany;68;5689,52;3494,18;2,27;189,65
;Misses;Germany;68;3252,17;1772,46;3,24;154,87
42;Misses;Germany;68;1750,33;538,42;3,58;92,12
31;Misses;Germany;68;6827,39;5502,02;6,18;620,67
;Misses;Germany;68;4862,31;1835,72;2,34;167,67
30;Misses;Germany;68;5091,32;3205,83;2,96;221,36
35;Misses;Austria;68;4995,93;3156,10;1,89;138,78
39;Misses;Germany;68;3702,32;1626,74;6,18;336,57
54;Misses;Germany;68;2566,59;529,06;5,23;197,43
57;Misses;Germany;68;2501,32;1431,60;17,00;625,33
45;Misses;Germany;68;4073,21;2061,21;3,78;226,29
32;Misses;Austria;68;5729,52;2956,73;2,52;212,20
39;Misses;Germany;68;3175,32;1582,75;5,67;264,61
;Mister;Germany;68;4173,26;1912,13;2,96;181,45
28;Misses;Germany;68;1792,52;1689,77;17,00;448,13
;Misses;Germany;68;6017,82;2742,23;2,00;176,99
;Misses;Germany;68;5833,47;3769,19;2,52;216,05
28;Misses;Germany;68;3781,51;2833,62;4,53;252,10
57;Misses;Germany;68;3681,12;2803,55;5,67;306,76
;Misses;Germany;68;5439,55;3030,89;2,43;194,27
59;Misses;Germany;68;4817,27;3372,58;2,62;185,28
;Misses;Germany;68;6053,29;4194,10;1,79;159,30
39;Misses;Austria;68;3627,41;1740,15;6,80;362,74
37;Misses;Germany;68;3226,17;1617,71;4,25;201,64
30;Mister;Germany;68;3933,32;609,95;22,67;1311,11
40;Misses;Austria;68;5160,06;2159,74;3,09;234,55
49;Misses;Germany;68;2608,30;1732,55;5,67;217,36
61;Misses;Austria;68;3185,07;1692,18;5,67;265,42
42;Misses;Germany;68;3347,33;1913,62;4,25;209,21
25;Misses;Austria;68;5501,78;3002,55;2,00;161,82
;Misses;Germany;68;4382,37;2259,59;2,34;151,12
53;Misses;Poland;68;2535,08;913,69;13,60;507,02
26;Misses;Austria;68;5599,83;2256,71;1,84;151,35
60;Misses;Germany;67;4204,96;2209,70;3,19;200,24
57;Misses;Austria;67;4608,70;1793,26;3,19;219,46
56;Misses;Germany;67;4341,27;1260,32;2,91;188,75
43;Misses;Austria;67;4937,28;2017,34;2,03;149,61
54;Misses;Germany;67;3266,15;2832,53;4,19;204,13
;Misses;Germany;67;3561,82;1090,83;2,31;122,82
52;Misses;Germany;67;2855,53;1567,43;6,09;259,59
32;Misses;Austria;67;5876,80;2690,48;2,39;209,89
32;Misses;Germany;67;3191,51;1637,11;4,47;212,77
41;Misses;Germany;67;2148,29;942,12;4,79;153,45
55;Misses;Germany;67;7085,06;3676,43;2,09;221,41
;Misses;Poland;67;3618,16;1628,00;2,03;109,64
29;Misses;Austria;67;2303,33;1630,71;22,33;767,78
49;Misses;Austria;67;3387,49;1846,05;2,91;147,28
;Misses;Germany;67;7189,26;5282,73;2,03;217,86
31;Misses;Austria;67;3888,00;2459,94;2,79;162,00
44;Misses;Austria;67;3616,32;1331,31;2,39;129,15
41;Misses;Austria;67;3024,12;1300,54;3,53;159,16
26;Misses;Austria;67;2993,12;1241,54;2,58;115,12
38;Misses;Austria;67;2255,15;299,92;2,23;75,17
54;Misses;Germany;67;2815,53;1757,31;5,58;234,63
40;Misses;Germany;67;1657,48;1230,50;13,40;331,50
34;Misses;Austria;67;2606,72;1733,29;4,47;173,78
;Misses;Germany;67;3416,95;1135,83;2,39;122,03
;Misses;Poland;67;1075,87;0,00;67,00;1075,87
;Mister;Germany;67;4936,16;1631,26;2,91;214,62
64;Misses;Germany;67;899,91;133,54;2,09;28,12
51;Misses;Germany;67;2500,65;1361,67;2,58;96,18
;Misses;Germany;67;3760,13;1250,77;3,19;179,05
37;Misses;Germany;67;2936,73;2216,53;13,40;587,35
;Misses;Germany;67;5345,81;2100,78;1,76;140,68
;Mister;Germany;67;4000,58;1484,76;2,91;173,94
29;Misses;Austria;67;4867,86;3355,38;2,23;162,26
39;Misses;Germany;67;1829,08;1205,61;7,44;203,23
;Misses;Germany;67;4762,73;1866,29;2,23;158,76
;Misses;Germany;67;5003,33;3389,66;2,39;178,69
;Misses;Germany;67;5103,33;3839,31;2,68;204,13
36;Misses;Germany;67;2812,12;1335,48;8,38;351,52
46;Misses;Germany;67;4053,02;2033,51;3,94;238,41
40;Misses;Germany;67;2646,22;1961,51;3,19;126,01
39;Misses;Austria;67;2901,47;1605,05;3,35;145,07
45;Misses;Germany;67;3278,22;1462,59;4,47;218,55
53;Misses;Germany;67;4194,45;2465,28;3,72;233,03
;Misses;Germany;67;4374,82;1267,84;2,03;132,57
28;Misses;Germany;67;2727,13;2186,93;6,09;247,92
37;Misses;Germany;67;3435,23;2015,28;3,35;171,76
51;Misses;Germany;67;3609,95;2429,46;3,94;212,35
39;Misses;Germany;67;4354,16;2328,83;3,05;197,92
31;Misses;Germany;67;4085,52;2259,05;6,09;371,41
60;Misses;Germany;67;3143,18;1383,54;5,15;241,78
;Misses;Germany;67;5371,34;3279,69;4,19;335,71
50;Misses;Austria;67;7142,01;2514,79;2,16;230,39
50;Misses;Austria;67;5011,65;2141,72;2,23;167,06
35;Mister;Germany;67;2420,83;1154,67;13,40;484,17
39;Misses;Germany;67;4408,63;2040,26;5,58;367,39
31;Misses;Germany;67;6401,14;5435,76;5,58;533,43
52;Misses;Austria;67;5870,72;1665,85;1,97;172,67
29;Misses;Germany;67;3694,49;2657,69;2,31;127,40
46;Misses;Austria;67;4081,07;2445,15;2,79;170,04
37;Misses;Germany;67;4320,62;2289,07;3,35;216,03
;Misses;Germany;67;4534,57;2687,40;2,48;167,95
54;Misses;Poland;67;2131,09;1792,65;3,72;118,39
;Misses;Austria;67;3129,33;1020,84;2,48;115,90
50;Misses;Germany;67;5877,09;3344,65;2,48;217,67
;Mister;Germany;67;2729,28;1407,01;3,94;160,55
51;Misses;Poland;67;2524,41;644,28;8,38;315,55
49;Misses;Germany;67;2407,67;583,97;1,60;57,33
;Misses;Germany;67;4967,21;2690,69;1,72;127,36
29;Misses;Austria;67;3279,83;956,08;3,19;156,18
44;Misses;Germany;67;6544,22;2779,72;3,19;311,63
52;Mister;Germany;67;2186,13;829,98;6,70;218,61
;Misses;Germany;67;4430,26;2045,66;2,23;147,68
45;Misses;Germany;67;4828,29;3625,49;2,68;193,13
;Misses;Germany;67;4589,38;3181,42;2,48;169,98
;Misses;Poland;67;3478,61;987,08;1,43;74,01
37;Misses;Germany;67;3839,20;3353,22;4,79;274,23
;Misses;Poland;67;5398,32;1916,83;1,46;117,35
37;Misses;Germany;67;2365,93;1311,82;7,44;262,88
39;Misses;Austria;67;3252,99;1714,67;3,94;191,35
;Misses;Germany;67;4562,33;2690,81;3,19;217,25
32;Mister;Germany;67;3188,23;2358,40;6,09;289,84
48;Misses;Germany;67;5488,13;3666,61;3,72;304,90
34;Misses;Austria;67;5208,83;3609,51;3,05;236,77
40;Misses;Germany;67;2552,73;2006,29;6,70;255,27
34;Misses;Germany;67;3555,43;2615,85;6,70;355,54
52;Misses;Austria;67;3958,01;2204,45;2,16;127,68
;Misses;Germany;67;4434,53;1793,80;1,68;110,86
;Misses;Germany;67;1773,63;1052,93;8,38;221,70
28;Misses;Germany;67;7806,32;6727,55;3,94;459,20
34;Mister;;67;3729,62;1555,36;3,05;169,53
42;Misses;Germany;67;2434,60;162,20;1,81;65,80
;Misses;Poland;67;4380,57;582,71;2,79;182,52
33;Misses;Germany;67;5051,47;3297,61;3,53;265,87
;Misses;Germany;67;4976,67;2652,43;2,58;191,41
;Misses;Austria;67;4771,55;1957,99;1,76;125,57
36;Misses;Germany;67;2659,07;813,34;6,09;241,73
51;Misses;Germany;66;3004,67;1929,54;3,47;158,14
54;Misses;Germany;66;4487,14;1424,62;5,50;373,93
;Mister;Germany;66;2726,33;1403,12;3,30;136,32
41;Misses;Germany;66;2153,74;1477,26;5,08;165,67
39;Mister;Germany;66;2724,15;1277,73;4,71;194,58
47;Misses;Germany;66;8831,65;5480,07;4,71;630,83
;Misses;Germany;66;3810,55;1407,26;2,64;152,42
58;Misses;Germany;66;3938,59;882,72;1,78;106,45
38;Misses;Austria;66;2821,02;1040,25;2,87;122,65
33;Misses;Austria;66;4001,32;1650,33;1,69;102,60
38;Misses;Poland;66;6102,94;4495,47;1,94;179,50
38;Mister;;66;6256,21;3135,64;3,00;284,37
49;Misses;Germany;66;3739,83;3009,07;4,71;267,13
56;Misses;Germany;66;5027,53;2885,69;2,44;186,20
42;Misses;Germany;66;3545,16;3198,26;2,87;154,14
;Misses;Germany;66;3878,83;199,95;4,13;242,43
;Misses;Germany;66;4852,33;2600,71;2,00;147,04
59;Misses;Austria;66;4413,93;2825,26;3,47;232,31
49;Misses;Germany;66;3832,34;1199,83;8,25;479,04
;Misses;Germany;66;4999,54;2940,69;2,54;192,29
25;Misses;Germany;66;2970,19;2237,11;7,33;330,02
48;Misses;Germany;66;3618,88;2123,42;2,13;116,74
74;Misses;Netherlands;66;1564,34;843,68;1,78;42,28
39;Misses;Germany;66;2609,20;1203,82;6,00;237,20
49;Misses;Germany;66;2080,49;1070,50;16,50;520,12
;Misses;Germany;66;4644,81;2715,15;2,13;149,83
;Misses;Germany;66;4115,75;1964,70;2,64;164,63
44;Misses;Austria;66;1914,34;1017,69;4,71;136,74
;Misses;Germany;66;3652,28;1755,81;3,00;166,01
34;Misses;Germany;66;3929,93;1279,78;4,40;262,00
;Misses;Germany;66;5326,84;3640,14;2,44;197,29
48;Misses;Austria;66;2365,32;1424,18;3,88;139,14
;Mister;Germany;66;5377,47;2459,76;3,14;256,07
51;Misses;Germany;66;3865,90;2092,65;2,20;128,86
40;Misses;Germany;66;2510,94;1601,89;16,50;627,74
48;Mister;;66;4764,56;3080,66;2,87;207,15
;Mister;Germany;66;3723,05;709,90;4,40;248,20
32;Misses;Germany;66;1725,93;802,49;2,36;61,64
41;Misses;Germany;66;1972,07;1007,87;6,60;197,21
27;Misses;Germany;66;2469,49;1676,30;5,08;189,96
;Misses;Germany;66;5653,33;4324,62;2,54;217,44
;Misses;Germany;66;3561,33;1805,08;2,54;136,97
;Misses;Germany;66;5027,44;2964,19;1,69;128,91
;Misses;Germany;66;2166,62;1301,56;3,30;108,33
59;Misses;Germany;66;2693,85;1619,20;2,64;107,75
55;Misses;Austria;66;2522,59;1143,00;3,30;126,13
42;Misses;Germany;66;6816,05;4890,78;2,64;272,64
52;Misses;Germany;66;3742,29;2019,59;4,71;267,31
;Misses;Poland;66;1803,00;229,99;3,67;100,17
43;Misses;Austria;66;4769,75;1882,80;2,75;198,74
;Misses;Germany;66;3720,43;2594,69;3,14;177,16
;Misses;Germany;66;4147,34;1879,77;2,64;165,89
47;Misses;Germany;66;5250,07;2746,43;3,67;291,67
42;Misses;Germany;66;1260,74;287,18;13,20;252,15
;Misses;Germany;66;3216,55;1621,15;2,75;134,02
;Misses;Germany;66;4303,34;3038,50;5,50;358,61
53;Misses;Germany;66;2668,62;1716,41;3,67;148,26
;Misses;Germany;66;4155,92;1430,13;2,87;180,69
;Misses;Germany;66;6181,31;5304,94;2,36;220,76
34;Mister;Germany;66;717,04;0,00;16,50;179,26
35;Misses;Germany;66;2112,99;1854,13;11,00;352,17
53;Misses;Austria;66;3493,46;946,12;2,87;151,89
;Misses;Germany;66;5054,12;2008,36;1,89;144,40
;Misses;Germany;66;4510,72;2931,11;2,13;145,51
;Misses;Germany;66;6024,13;3747,89;2,64;240,97
29;Misses;Austria;66;4929,61;3384,89;2,87;214,33
;Misses;Germany;66;5046,04;2935,78;2,54;194,08
;Misses;Germany;66;6066,82;2755,74;1,89;173,34
;Misses;Germany;66;4399,14;2092,90;2,13;141,91
41;Misses;Austria;66;3021,52;2469,66;6,60;302,15
37;Misses;Austria;66;3733,65;2564,64;3,47;196,51
48;Misses;Germany;66;4465,68;2334,08;9,43;637,95
55;Misses;Germany;66;5831,18;4460,61;6,00;530,11
;Misses;Germany;66;4571,66;1657,89;1,65;114,29
55;Misses;Germany;66;2015,16;707,52;2,75;83,97
62;Misses;Germany;66;4669,09;2764,15;4,40;311,27
27;Misses;Germany;66;6118,73;4885,52;5,08;470,67
43;Misses;Germany;66;6859,34;6384,41;3,88;403,49
35;Misses;Austria;66;3752,33;1891,79;1,94;110,36
56;Misses;Austria;66;6256,14;3187,66;2,36;223,43
;Misses;Germany;66;6301,69;3957,66;1,57;150,04
39;Misses;Germany;66;5767,44;2671,19;2,87;250,76
;Misses;Germany;66;8093,42;3361,79;3,47;425,97
34;Misses;Germany;66;2029,21;1432,47;7,33;225,47
56;Misses;Germany;66;4257,94;2495,39;5,50;354,83
30;Mister;Austria;66;3123,48;654,85;1,74;82,20
59;Misses;Germany;66;4337,57;2270,00;4,71;309,83
42;Misses;Germany;66;3848,93;2218,21;3,88;226,41
28;Misses;Germany;66;4049,34;3804,41;16,50;1012,34
45;Misses;Germany;66;2061,34;1639,51;11,00;343,56
42;Misses;Germany;66;3300,14;3120,18;5,08;253,86
36;Misses;Austria;66;3437,75;2110,06;6,00;312,52
;Misses;Poland;66;3218,45;1511,11;1,69;82,52
;Mister;Germany;66;3037,03;2084,61;2,36;108,47
;Misses;Germany;66;3896,34;786,79;1,94;114,60
;Misses;Germany;66;6565,02;4573,53;1,69;168,33
54;Misses;Germany;66;4817,92;2109,83;2,36;172,07
34;Misses;Germany;66;4646,33;4004,91;5,50;387,19
39;Misses;Austria;66;4614,96;2378,33;2,64;184,60
;Misses;Germany;66;4196,54;731,89;2,06;131,14
36;Misses;Austria;66;3911,43;2039,14;4,71;279,39
41;Misses;Austria;66;2139,67;1238,73;6,00;194,52
31;Misses;Germany;66;5181,58;4202,94;3,88;304,80
;Misses;Germany;66;4287,43;2472,20;2,75;178,64
43;Misses;Germany;66;1408,93;867,92;5,08;108,38
40;Mister;;66;3894,93;1699,73;2,87;169,34
24;Misses;Germany;66;7022,32;4790,57;5,50;585,19
45;Misses;Germany;66;3834,94;2078,08;6,00;348,63
;Misses;Germany;66;8255,37;5843,68;2,75;343,97
50;Misses;Germany;66;3833,74;1807,68;3,30;191,69
;Misses;Germany;66;5240,75;2690,68;2,20;174,69
44;Misses;Austria;66;5020,74;2504,77;3,30;251,04
;Misses;Germany;66;4418,62;1932,28;1,83;122,74
56;Misses;Austria;66;5549,06;2108,78;2,36;198,18
46;Misses;Germany;66;2057,14;1316,19;5,50;171,43
36;Misses;Germany;66;1714,49;986,37;9,43;244,93
61;Misses;Germany;66;3153,43;1913,42;3,14;150,16
34;Misses;Germany;66;2784,84;2241,67;4,13;174,05
;Misses;Austria;66;3745,33;1546,75;2,00;113,49
23;Misses;Germany;66;1836,14;1454,32;16,50;459,04
55;Misses;Austria;66;5518,35;785,90;2,64;220,73
33;Misses;Germany;66;5211,84;4103,17;6,00;473,80
52;Misses;Germany;66;3608,67;1992,73;2,64;144,35
51;Misses;Germany;66;3473,14;693,85;7,33;385,90
57;Misses;Germany;65;4000,60;3557,19;5,42;333,38
43;Misses;Germany;65;3149,82;1313,33;3,61;174,99
;Misses;Germany;65;4587,10;1804,79;1,97;139,00
51;Misses;Germany;65;4218,59;1890,90;2,50;162,25
32;Misses;Germany;65;2356,34;1642,99;3,42;124,02
34;Misses;Austria;65;5394,54;3378,70;2,50;207,48
46;Misses;Germany;65;8935,10;7670,22;10,83;1489,18
33;Mister;Austria;65;2815,52;1071,76;4,64;201,11
;Misses;Germany;65;7007,24;5013,83;2,17;233,57
46;Misses;Germany;65;1997,85;968,07;3,82;117,52
38;Misses;Germany;65;6985,31;4302,60;3,42;367,65
43;Mister;Germany;65;8381,69;6065,91;1,71;220,57
25;Misses;Germany;65;3625,35;2385,71;8,13;453,17
52;Misses;Austria;65;4929,42;1519,82;2,24;169,98
;Misses;Germany;65;3462,15;639,83;2,50;133,16
69;Misses;Poland;65;1524,17;30,27;5,00;117,24
;Misses;Germany;65;3458,97;1501,72;2,17;115,30
50;Misses;Germany;65;3283,77;1748,90;5,42;273,65
30;Mister;Austria;65;4862,21;1106,66;2,71;202,59
43;Misses;Germany;65;1456,96;1192,54;7,22;161,88
51;Misses;Germany;65;3524,06;2365,60;2,60;140,96
40;Mister;Austria;65;2533,85;635,66;2,83;110,17
41;Mister;Germany;65;2310,33;1439,55;5,91;210,03
53;Misses;Germany;65;3015,67;531,91;4,64;215,41
49;Misses;Germany;65;3572,46;2398,56;4,06;223,28
;Mister;Germany;65;4518,35;1990,85;7,22;502,04
26;Mister;Germany;65;5801,99;557,49;1,63;145,05
59;Misses;Germany;65;2867,70;1586,78;5,91;260,70
31;Misses;Germany;65;5196,14;2673,46;3,42;273,48
44;Misses;Germany;65;3493,45;1971,13;5,00;268,73
;Mister;Germany;65;2840,35;1679,55;9,29;405,76
51;Misses;Germany;65;5043,89;1721,27;2,95;229,27
;Misses;Germany;65;3578,35;879,88;2,17;119,28
36;Misses;Germany;65;4090,74;3535,61;3,25;204,54
;Mister;Germany;65;4561,59;3134,59;5,00;350,89
47;Misses;Germany;65;6202,05;3615,66;2,60;248,08
;Misses;Germany;65;4074,43;1326,86;2,95;185,20
;Misses;Germany;65;4726,73;2626,85;2,10;152,48
;Misses;Germany;65;4071,95;2605,39;2,95;185,09
28;Misses;Germany;65;1629,63;1162,74;9,29;232,80
45;Misses;Austria;65;4999,10;1742,39;2,50;192,27
60;Misses;Germany;65;5738,79;3353,14;3,10;273,28
;Misses;Poland;65;2775,72;1587,82;2,03;86,74
39;Misses;Austria;65;5025,23;3020,83;2,10;162,10
36;Misses;Germany;65;7702,45;6772,55;4,64;550,18
35;Misses;Germany;65;3345,01;2198,39;5,91;304,09
47;Misses;Germany;65;2611,62;921,40;6,50;261,16
;Misses;Germany;65;3766,95;2237,74;2,83;163,78
47;Misses;Germany;65;3438,14;2270,34;2,41;127,34
51;Misses;Germany;65;5441,00;2865,88;1,63;136,03
;Misses;Germany;65;5284,35;3221,66;2,60;211,37
44;Misses;Austria;65;3177,12;1531,68;3,10;151,29
67;Mister;Germany;65;2949,29;2626,86;3,82;173,49
55;Misses;Germany;65;3787,18;2273,64;3,25;189,36
;Misses;Germany;65;5015,78;2377,25;1,71;131,99
69;Misses;Germany;65;4847,95;3833,64;4,06;303,00
60;Misses;Germany;65;5012,12;3551,99;4,64;358,01
35;Misses;Austria;65;3218,34;2040,66;3,25;160,92
49;Misses;Germany;65;4736,35;4121,44;4,64;338,31
;Misses;Germany;65;3306,32;2050,87;2,41;122,46
58;Mister;Germany;65;4117,80;2755,56;3,42;216,73
62;Misses;Austria;65;3948,97;789,88;3,25;197,45
31;Misses;Germany;65;3281,44;1493,57;6,50;328,14
35;Misses;Germany;65;1994,31;1672,17;2,41;73,86
59;Misses;Austria;65;4810,52;1963,77;2,60;192,42
39;Misses;Germany;65;3876,63;1864,65;1,44;86,15
47;Misses;Germany;65;2459,35;621,83;7,22;273,26
;Mister;Germany;65;2502,49;720,96;3,25;125,12
39;Misses;Germany;65;4084,73;2641,72;3,82;240,28
37;Mister;Austria;65;3285,72;1149,77;2,83;142,86
61;Mister;Austria;65;4365,05;794,06;3,61;242,50
43;Misses;Germany;65;4032,98;2757,84;5,42;336,08
;Misses;Germany;65;4622,83;2040,72;2,10;149,12
34;Misses;Germany;65;4087,75;3358,41;5,00;314,44
30;Misses;Austria;65;5087,14;4175,66;3,82;299,24
;Misses;Germany;65;4039,95;2114,37;2,95;183,63
55;Misses;Germany;65;4376,13;1394,97;2,32;156,29
49;Misses;Austria;65;3695,33;1388,85;2,60;147,81
48;Misses;Germany;65;2347,29;1191,38;5,42;195,61
51;Misses;Germany;65;4948,35;2820,67;3,10;235,64
40;Misses;Germany;65;1958,95;0,00;32,50;979,48
57;Misses;Germany;65;3294,47;1698,82;5,42;274,54
71;Misses;Germany;65;6933,85;5094,00;2,95;315,18
49;Misses;Germany;65;2447,60;894,31;5,00;188,28
50;Misses;Germany;65;2703,60;1559,52;2,95;122,89
44;Misses;Germany;65;2569,97;1362,30;3,42;135,26
38;Misses;Austria;65;5454,14;3010,16;1,76;147,41
45;Misses;Poland;65;5799,42;1552,47;16,25;1449,85
44;Misses;Austria;65;4942,39;3868,45;3,10;235,35
29;Misses;Netherlands;65;4128,35;2553,57;13,00;825,67
45;Misses;Germany;65;1288,55;1050,07;32,50;644,28
34;Misses;Germany;65;3218,54;2441,89;3,42;169,40
;Misses;Germany;65;5110,79;2191,74;1,86;146,02
27;Mister;Austria;65;4384,89;2857,14;2,83;190,65
44;Misses;Germany;65;4781,65;3333,39;6,50;478,17
;Misses;Germany;65;3508,10;1190,51;2,32;125,29
45;Misses;Germany;65;2197,74;1094,43;2,60;87,91
47;Misses;Germany;65;6437,35;3838,64;3,82;378,67
;Misses;Germany;65;4256,84;2401,72;2,60;170,27
;Misses;Germany;65;3510,85;1675,89;3,10;167,18
41;Mister;Austria;65;2720,65;607,09;6,50;272,07
